"County","CountyCode","Year","Variable","Value","Percentage"
"TOTAL","Sibiu","2021","122491","1","0.000007759757895553658"
"TOTAL","Sibiu","2022","122491","1","0.0000074956337933153935"
"TOTAL","Sibiu","2023","122491","1","0.000007257842098387308"
"TOTAL","Sibiu","2024","122491","1","0.000007222667620058793"
"TOTAL","Bacau","2008","121996","121996","0.9999918030771249"
"TOTAL","Bacau","2009","121996","110753","0.9999909709807321"
"TOTAL","Bacau","2010","121996","100830","0.9999900824151303"
"TOTAL","Bacau","2011","121996","100178","0.9999900178680162"
"TOTAL","Bacau","2012","121996","103270","0.9999903167394525"
"TOTAL","Bacau","2013","121996","99033","0.9999899024577418"
"TOTAL","Bacau","2014","121996","97307","0.9999897233526535"
"TOTAL","Bacau","2015","121996","101439","0.9999901419558359"
"TOTAL","Bacau","2016","121996","103393","0.9999903282588931"
"TOTAL","Bacau","2017","121996","106272","0.9999905902722235"
"TOTAL","Bacau","2018","121996","109091","0.9999908334249991"
"TOTAL","Bacau","2019","121996","111653","0.9999910437601878"
"TOTAL","Bacau","2020","121996","111860","0.9999910603338071"
"TOTAL","Bacau","2021","121996","112102","0.9999910796321241"
"TOTAL","Bacau","2022","121996","112981","0.9999911490325892"
"TOTAL","Bacau","2023","121996","119083","0.9999916025662557"
"TOTAL","Bacau","2024","121996","122538","0.9999918393327838"
"TOTAL","Bacau","2008","121996","1","0.000008196922875152667"
"TOTAL","Bacau","2009","121996","1","0.000009029019267927117"
"TOTAL","Bacau","2010","121996","1","0.000009917584869732523"
"TOTAL","Bacau","2011","121996","1","0.00000998213198374909"
"TOTAL","Bacau","2012","121996","1","0.000009683260547491551"
"TOTAL","Bacau","2013","121996","1","0.000010097542258214351"
"TOTAL","Bacau","2014","121996","1","0.000010276647346569656"
"TOTAL","Bacau","2015","121996","1","0.000009858044164037856"
"TOTAL","Bacau","2016","121996","1","0.000009671741106834053"
"TOTAL","Bacau","2017","121996","1","0.000009409727776575423"
"TOTAL","Bacau","2018","121996","1","0.000009166575000916657"
"TOTAL","Bacau","2019","121996","1","0.000008956239812277214"
"TOTAL","Bacau","2020","121996","1","0.000008939666192864358"
"TOTAL","Bacau","2021","121996","1","0.000008920367875971204"
"TOTAL","Bacau","2022","121996","1","0.000008850967410737994"
"TOTAL","Bacau","2023","121996","1","0.000008397433744247758"
"TOTAL","Bacau","2024","121996","1","0.000008160667216151593"
"TOTAL","Botosani","2008","56570","56570","0.9999823230984073"
"TOTAL","Botosani","2009","56570","55511","0.9999819858769275"
"TOTAL","Botosani","2010","56570","47860","0.9999791061615929"
"TOTAL","Botosani","2011","56570","47841","0.9999790978638017"
"TOTAL","Botosani","2012","56570","49265","0.9999797020257378"
"TOTAL","Botosani","2013","56570","48615","0.9999794306401185"
"TOTAL","Botosani","2014","56570","48928","0.9999795622228127"
"TOTAL","Botosani","2015","56570","49731","0.9999798922223115"
"TOTAL","Botosani","2016","56570","51960","0.9999807547968669"
"TOTAL","Botosani","2017","56570","53884","0.999981441959729"
"TOTAL","Botosani","2018","56570","54484","0.9999816463246766"
"TOTAL","Botosani","2019","56570","55538","0.9999819946344011"
"TOTAL","Botosani","2020","56570","54044","0.9999814969007309"
"TOTAL","Botosani","2021","56570","55034","0.999981829744708"
"TOTAL","Botosani","2022","56570","56255","0.9999822241183163"
"TOTAL","Botosani","2023","56570","59155","0.9999830955439853"
"TOTAL","Botosani","2024","56570","60394","0.9999834423379419"
"TOTAL","Botosani","2008","56570","1","0.000017676901592688834"
"TOTAL","Botosani","2009","56570","1","0.000018014123072488833"
"TOTAL","Botosani","2010","56570","1","0.00002089383840705376"
"TOTAL","Botosani","2011","56570","1","0.00002090213619831947"
"TOTAL","Botosani","2012","56570","1","0.000020297974262168637"
"TOTAL","Botosani","2013","56570","1","0.000020569359881520488"
"TOTAL","Botosani","2014","56570","1","0.000020437777187353103"
"TOTAL","Botosani","2015","56570","1","0.000020107777688409878"
"TOTAL","Botosani","2016","56570","1","0.00001924520313311907"
"TOTAL","Botosani","2017","56570","1","0.00001855804027094739"
"TOTAL","Botosani","2018","56570","1","0.000018353675323483528"
"TOTAL","Botosani","2019","56570","1","0.000018005365598948486"
"TOTAL","Botosani","2020","56570","1","0.000018503099269127578"
"TOTAL","Botosani","2021","56570","1","0.000018170255292086855"
"TOTAL","Botosani","2022","56570","1","0.000017775881683731512"
"TOTAL","Botosani","2023","56570","1","0.00001690445601460545"
"TOTAL","Botosani","2024","56570","1","0.000016557662058117395"
"TOTAL","Iasi","2008","164886","164886","0.9999939352404981"
"TOTAL","Iasi","2009","164886","153433","0.9999934825397239"
"TOTAL","Iasi","2010","164886","137229","0.9999927129636377"
"TOTAL","Iasi","2011","164886","134640","0.9999925728418535"
"TOTAL","Iasi","2012","164886","138181","0.9999927631674169"
"TOTAL","Iasi","2013","164886","136423","0.9999926699114525"
"TOTAL","Iasi","2014","164886","138023","0.9999927548832087"
"TOTAL","Iasi","2015","164886","140571","0.9999928862077796"
"TOTAL","Iasi","2016","164886","150336","0.9999933482775365"
"TOTAL","Iasi","2017","164886","158837","0.999993704277314"
"TOTAL","Iasi","2018","164886","164676","0.9999939275065735"
"TOTAL","Iasi","2019","164886","169360","0.9999940954529083"
"TOTAL","Iasi","2020","164886","164684","0.9999939278015606"
"TOTAL","Iasi","2021","164886","169215","0.9999940903933434"
"TOTAL","Iasi","2022","164886","174487","0.9999942689468617"
"TOTAL","Iasi","2023","164886","182643","0.9999945248680493"
"TOTAL","Iasi","2024","164886","186062","0.9999946254763171"
"TOTAL","Iasi","2008","164886","1","0.000006064759501961949"
"TOTAL","Iasi","2009","164886","1","0.000006517460276079617"
"TOTAL","Iasi","2010","164886","1","0.000007287036362311448"
"TOTAL","Iasi","2011","164886","1","0.000007427158146478413"
"TOTAL","Iasi","2012","164886","1","0.000007236832583115022"
"TOTAL","Iasi","2013","164886","1","0.000007330088547469653"
"TOTAL","Iasi","2014","164886","1","0.000007245116791282675"
"TOTAL","Iasi","2015","164886","1","0.000007113792220356828"
"TOTAL","Iasi","2016","164886","1","0.000006651722463531932"
"TOTAL","Iasi","2017","164886","1","0.000006295722686007127"
"TOTAL","Iasi","2018","164886","1","0.0000060724934265258655"
"TOTAL","Iasi","2019","164886","1","0.00000590454709171533"
"TOTAL","Iasi","2020","164886","1","0.0000060721984394450015"
"TOTAL","Iasi","2021","164886","1","0.000005909606656580938"
"TOTAL","Iasi","2022","164886","1","0.000005731053138324698"
"TOTAL","Iasi","2023","164886","1","0.000005475131950680011"
"TOTAL","Iasi","2024","164886","1","0.0000053745236828386085"
"TOTAL","Neamt","2008","86530","86530","0.9999884434480129"
"TOTAL","Neamt","2009","86530","81943","0.9999877965439813"
"TOTAL","Neamt","2010","86530","73579","0.999986409350367"
"TOTAL","Neamt","2011","86530","73301","0.9999863578074268"
"TOTAL","Neamt","2012","86530","74004","0.9999864873995"
"TOTAL","Neamt","2013","86530","73762","0.9999864430676626"
"TOTAL","Neamt","2014","86530","73852","0.9999864595886423"
"TOTAL","Neamt","2015","86530","78171","0.9999872076958501"
"TOTAL","Neamt","2016","86530","77841","0.9999871534647106"
"TOTAL","Neamt","2017","86530","81211","0.9999876865487859"
"TOTAL","Neamt","2018","86530","84260","0.9999881321133146"
"TOTAL","Neamt","2019","86530","85828","0.9999883489263536"
"TOTAL","Neamt","2020","86530","82435","0.9999878693774564"
"TOTAL","Neamt","2021","86530","83294","0.9999879944774597"
"TOTAL","Neamt","2022","86530","86837","0.9999884843041065"
"TOTAL","Neamt","2023","86530","87043","0.9999885115573732"
"TOTAL","Neamt","2024","86530","87065","0.9999885144602945"
"TOTAL","Neamt","2008","86530","1","0.000011556551987149113"
"TOTAL","Neamt","2009","86530","1","0.000012203456018744508"
"TOTAL","Neamt","2010","86530","1","0.00001359064963305246"
"TOTAL","Neamt","2011","86530","1","0.000013642192573190363"
"TOTAL","Neamt","2012","86530","1","0.000013512600499966218"
"TOTAL","Neamt","2013","86530","1","0.000013556932337350703"
"TOTAL","Neamt","2014","86530","1","0.000013540411357697047"
"TOTAL","Neamt","2015","86530","1","0.000012792304149823466"
"TOTAL","Neamt","2016","86530","1","0.00001284653528943244"
"TOTAL","Neamt","2017","86530","1","0.00001231345121410629"
"TOTAL","Neamt","2018","86530","1","0.000011867886685417928"
"TOTAL","Neamt","2019","86530","1","0.00001165107364643652"
"TOTAL","Neamt","2020","86530","1","0.000012130622543548935"
"TOTAL","Neamt","2021","86530","1","0.000012005522540368569"
"TOTAL","Neamt","2022","86530","1","0.000011515695893502844"
"TOTAL","Neamt","2023","86530","1","0.000011488442626717523"
"TOTAL","Neamt","2024","86530","1","0.000011485539705510762"
"TOTAL","Suceava","2008","101602","101602","0.9999901577709319"
"TOTAL","Suceava","2009","101602","99779","0.9999899779514932"
"TOTAL","Suceava","2010","101602","89411","0.9999888158189058"
"TOTAL","Suceava","2011","101602","87234","0.9999885367111825"
"TOTAL","Suceava","2012","101602","88767","0.9999887346791637"
"TOTAL","Suceava","2013","101602","88623","0.9999887163747969"
"TOTAL","Suceava","2014","101602","91710","0.9999890961825735"
"TOTAL","Suceava","2015","101602","92643","0.9999892059928328"
"TOTAL","Suceava","2016","101602","96423","0.999989629137974"
"TOTAL","Suceava","2017","101602","100561","0.9999900558859212"
"TOTAL","Suceava","2018","101602","103489","0.9999903372306503"
"TOTAL","Suceava","2019","101602","106465","0.9999906073300396"
"TOTAL","Suceava","2020","101602","102517","0.9999902456154042"
"TOTAL","Suceava","2021","101602","105323","0.9999905054878281"
"TOTAL","Suceava","2022","101602","107308","0.9999906811171477"
"TOTAL","Suceava","2023","101602","111816","0.9999910568160476"
"TOTAL","Suceava","2024","101602","113677","0.9999912032231391"
"TOTAL","Suceava","2008","101602","1","0.000009842229068039329"
"TOTAL","Suceava","2009","101602","1","0.000010022048506714773"
"TOTAL","Suceava","2010","101602","1","0.000011184181094260278"
"TOTAL","Suceava","2011","101602","1","0.000011463288817561759"
"TOTAL","Suceava","2012","101602","1","0.000011265320836337418"
"TOTAL","Suceava","2013","101602","1","0.000011283625203105253"
"TOTAL","Suceava","2014","101602","1","0.000010903817426481011"
"TOTAL","Suceava","2015","101602","1","0.00001079400716722076"
"TOTAL","Suceava","2016","101602","1","0.000010370862026051605"
"TOTAL","Suceava","2017","101602","1","0.000009944114078876713"
"TOTAL","Suceava","2018","101602","1","0.000009662769349695623"
"TOTAL","Suceava","2019","101602","1","0.000009392669960362933"
"TOTAL","Suceava","2020","101602","1","0.000009754384595875846"
"TOTAL","Suceava","2021","101602","1","0.000009494512171964605"
"TOTAL","Suceava","2022","101602","1","0.000009318882852323663"
"TOTAL","Suceava","2023","101602","1","0.000008943183952350716"
"TOTAL","Suceava","2024","101602","1","0.000008796776860958145"
"TOTAL","Vaslui","2008","60815","60815","0.9999835569586951"
"TOTAL","Vaslui","2009","60815","55182","0.9999818784770672"
"TOTAL","Vaslui","2010","60815","50405","0.9999801610919336"
"TOTAL","Vaslui","2011","60815","48991","0.9999795885042456"
"TOTAL","Vaslui","2012","60815","52312","0.9999808842926232"
"TOTAL","Vaslui","2013","60815","51472","0.9999805723388961"
"TOTAL","Vaslui","2014","60815","49978","0.9999799915964706"
"TOTAL","Vaslui","2015","60815","51076","0.9999804217162324"
"TOTAL","Vaslui","2016","60815","52533","0.9999809647085697"
"TOTAL","Vaslui","2017","60815","53472","0.9999812989733137"
"TOTAL","Vaslui","2018","60815","53739","0.9999813918868626"
"TOTAL","Vaslui","2019","60815","54220","0.999981556961325"
"TOTAL","Vaslui","2020","60815","51890","0.9999807288354435"
"TOTAL","Vaslui","2021","60815","52229","0.9999808539153743"
"TOTAL","Vaslui","2022","60815","53280","0.9999812315834913"
"TOTAL","Vaslui","2023","60815","55294","0.9999819151822046"
"TOTAL","Vaslui","2024","60815","56459","0.9999822883457314"
"TOTAL","Vaslui","2008","60815","1","0.00001644304130491976"
"TOTAL","Vaslui","2009","60815","1","0.00001812152293278727"
"TOTAL","Vaslui","2010","60815","1","0.00001983890806650002"
"TOTAL","Vaslui","2011","60815","1","0.000020411495754408884"
"TOTAL","Vaslui","2012","60815","1","0.000019115707376751476"
"TOTAL","Vaslui","2013","60815","1","0.000019427661103879704"
"TOTAL","Vaslui","2014","60815","1","0.000020008403529482384"
"TOTAL","Vaslui","2015","60815","1","0.00001957828376764493"
"TOTAL","Vaslui","2016","60815","1","0.000019035291430311798"
"TOTAL","Vaslui","2017","60815","1","0.000018701026686365082"
"TOTAL","Vaslui","2018","60815","1","0.000018608113137327874"
"TOTAL","Vaslui","2019","60815","1","0.000018443038675052103"
"TOTAL","Vaslui","2020","60815","1","0.00001927116455647415"
"TOTAL","Vaslui","2021","60815","1","0.000019146084625694045"
"TOTAL","Vaslui","2022","60815","1","0.00001876841650869916"
"TOTAL","Vaslui","2023","60815","1","0.00001808481779546071"
"TOTAL","Vaslui","2024","60815","1","0.000017711654268508678"
"TOTAL","Braila","2008","75845","75845","0.9999868153890779"
"TOTAL","Braila","2009","75845","71500","0.9999860141816198"
"TOTAL","Braila","2010","75845","62644","0.9999840370340809"
"TOTAL","Braila","2011","75845","63066","0.9999841438470198"
"TOTAL","Braila","2012","75845","62893","0.9999841002321366"
"TOTAL","Braila","2013","75845","61734","0.9999838017332146"
"TOTAL","Braila","2014","75845","61217","0.9999836649351498"
"TOTAL","Braila","2015","75845","61332","0.9999836955635628"
"TOTAL","Braila","2016","75845","63012","0.9999841302588355"
"TOTAL","Braila","2017","75845","68318","0.9999853627834131"
"TOTAL","Braila","2018","75845","69127","0.9999855340817035"
"TOTAL","Braila","2019","75845","68647","0.9999854329332246"
"TOTAL","Braila","2020","75845","65982","0.99998484458118"
"TOTAL","Braila","2021","75845","67105","0.9999850982028433"
"TOTAL","Braila","2022","75845","69694","0.9999856517684196"
"TOTAL","Braila","2023","75845","71270","0.9999859690477193"
"TOTAL","Braila","2024","75845","70159","0.9999857468643102"
"TOTAL","Braila","2008","75845","1","0.000013184610922131688"
"TOTAL","Braila","2009","75845","1","0.000013985818380162515"
"TOTAL","Braila","2010","75845","1","0.000015962965919067764"
"TOTAL","Braila","2011","75845","1","0.000015856152980163953"
"TOTAL","Braila","2012","75845","1","0.000015899767863389194"
"TOTAL","Braila","2013","75845","1","0.000016198266785453958"
"TOTAL","Braila","2014","75845","1","0.000016335064850207454"
"TOTAL","Braila","2015","75845","1","0.00001630443643715455"
"TOTAL","Braila","2016","75845","1","0.000015869741164521605"
"TOTAL","Braila","2017","75845","1","0.000014637216586893837"
"TOTAL","Braila","2018","75845","1","0.000014465918296493462"
"TOTAL","Braila","2019","75845","1","0.0000145670667754341"
"TOTAL","Braila","2020","75845","1","0.000015155418819999091"
"TOTAL","Braila","2021","75845","1","0.000014901797156737103"
"TOTAL","Braila","2022","75845","1","0.000014348231580457709"
"TOTAL","Braila","2023","75845","1","0.000014030952280731293"
"TOTAL","Braila","2024","75845","1","0.000014253135689851767"
"TOTAL","Buzau","2008","87004","87004","0.9999885064076777"
"TOTAL","Buzau","2009","87004","81600","0.99998774524822"
"TOTAL","Buzau","2010","87004","75015","0.9999866695105044"
"TOTAL","Buzau","2011","87004","74588","0.9999865931973884"
"TOTAL","Buzau","2012","87004","76101","0.9999868597408741"
"TOTAL","Buzau","2013","87004","76289","0.9999868921221654"
"TOTAL","Buzau","2014","87004","77878","0.9999871595680478"
"TOTAL","Buzau","2015","87004","80470","0.9999875731630028"
"TOTAL","Buzau","2016","87004","77863","0.999987157094421"
"TOTAL","Buzau","2017","87004","80482","0.9999875750158419"
"TOTAL","Buzau","2018","87004","80966","0.9999876492892166"
"TOTAL","Buzau","2019","87004","82863","0.999987932033211"
"TOTAL","Buzau","2020","87004","81064","0.9999876642200703"
"TOTAL","Buzau","2021","87004","81825","0.9999877789455675"
"TOTAL","Buzau","2022","87004","85114","0.999988251189567"
"TOTAL","Buzau","2023","87004","86083","0.9999883834394313"
"TOTAL","Buzau","2024","87004","88484","0.9999886986494886"
"TOTAL","Buzau","2008","87004","1","0.000011493592322280328"
"TOTAL","Buzau","2009","87004","1","0.000012254751780002696"
"TOTAL","Buzau","2010","87004","1","0.000013330489495574277"
"TOTAL","Buzau","2011","87004","1","0.000013406802611645148"
"TOTAL","Buzau","2012","87004","1","0.000013140259125909963"
"TOTAL","Buzau","2013","87004","1","0.000013107877834578582"
"TOTAL","Buzau","2014","87004","1","0.000012840431952130869"
"TOTAL","Buzau","2015","87004","1","0.000012426836997179108"
"TOTAL","Buzau","2016","87004","1","0.000012842905578958184"
"TOTAL","Buzau","2017","87004","1","0.000012424984158145198"
"TOTAL","Buzau","2018","87004","1","0.000012350710783405585"
"TOTAL","Buzau","2019","87004","1","0.000012067966788955397"
"TOTAL","Buzau","2020","87004","1","0.000012335779929686055"
"TOTAL","Buzau","2021","87004","1","0.000012221054432576443"
"TOTAL","Buzau","2022","87004","1","0.000011748810432943665"
"TOTAL","Buzau","2023","87004","1","0.000011616560568746805"
"TOTAL","Buzau","2024","87004","1","0.000011301350511386111"
"TOTAL","Constanta","2008","193725","193725","0.9999948380702642"
"TOTAL","Constanta","2009","193725","187134","0.9999946562641943"
"TOTAL","Constanta","2010","193725","169984","0.9999941171279819"
"TOTAL","Constanta","2011","193725","163019","0.9999938657833395"
"TOTAL","Constanta","2012","193725","165211","0.9999939471709077"
"TOTAL","Constanta","2013","193725","167739","0.9999940383927507"
"TOTAL","Constanta","2014","193725","169065","0.9999940851501781"
